frame	integer_motion2	integer_motion	integer_adm2	integer_adm_scale0	integer_adm_scale1	integer_adm_scale2	integer_adm_scale3	integer_vif_scale0	integer_vif_scale1	integer_vif_scale2	integer_vif_scale3	vmaf
0	0	0	0.547504	0.800693	0.480684	0.393115	0.582771	0.145703	0.196267	0.202061	0.18499	0	0
1	0.013812	0.035718	0.532728	0.799482	0.475016	0.381957	0.551532	0.145716	0.196174	0.202101	0.184825	0	1
2	0.013812	0.013812	0.542356	0.799394	0.476046	0.377966	0.583149	0.145744	0.196391	0.202285	0.184739	0	2
3	0.028115	0.840242	0.548079	0.821971	0.502362	0.41837	0.536446	0.148837	0.199196	0.205737	0.186023	0	3
4	0.028115	0.028115	0.54653	0.823349	0.509289	0.423779	0.522359	0.148683	0.199257	0.205614	0.1858	0	4
5	0.076768	0.076768	0.541446	0.8239	0.497277	0.415868	0.521049	0.15063	0.200848	0.206945	0.187088	0	5
6	0.014447	1.027831	0.56273	0.828223	0.524451	0.423694	0.556862	0.151623	0.202633	0.207999	0.188874	0.277542	6
7	0.014447	0.014447	0.562887	0.829206	0.525124	0.423951	0.556155	0.151605	0.202709	0.208712	0.188538	0.274572	7
8	0.039294	0.039294	0.562076	0.827463	0.523922	0.421632	0.557309	0.151117	0.202337	0.208405	0.189589	0.24081	8
9	0.058901	0.943761	0.590132	0.82285	0.509093	0.529732	0.568217	0.157944	0.208819	0.212753	0.1917	2.367048	9
10	0.046627	0.058901	0.589643	0.822254	0.521038	0.519953	0.566798	0.157871	0.208904	0.213079	0.191815	2.303682	10
11	0.046627	0.046627	0.584867	0.822092	0.521596	0.51852	0.553305	0.158012	0.209001	0.213021	0.191954	1.843989	11
12	0.047422	1.215016	0.540191	0.818636	0.518147	0.353477	0.553566	0.152361	0.206906	0.212432	0.193789	0	12
13	0.014321	0.047422	0.539668	0.818619	0.516748	0.353393	0.553045	0.153049	0.207428	0.21311	0.194242	0	13
14	0.014321	0.014321	0.53996	0.819032	0.516743	0.35354	0.553594	0.152969	0.207179	0.212706	0.193876	0	14
15	0.016452	1.323092	0.537312	0.823134	0.50636	0.351264	0.55335	0.155627	0.207314	0.211961	0.190531	0	15
16	0.016452	0.016452	0.536777	0.823061	0.504763	0.352296	0.552019	0.155471	0.207102	0.212261	0.191035	0	16
17	0.056198	0.056198	0.538582	0.823213	0.516062	0.352414	0.549678	0.156601	0.208021	0.212327	0.190917	0	17
18	0.018962	1.225329	0.566577	0.815642	0.525771	0.452302	0.54975	0.152221	0.203725	0.209315	0.189582	0.538886	18
19	0.018962	0.018962	0.563463	0.816666	0.527995	0.441456	0.546898	0.152401	0.203945	0.209465	0.189944	0.238105	19
20	0.044999	0.044999	0.570188	0.816673	0.534153	0.458078	0.549748	0.151876	0.203638	0.209081	0.189152	0.898785	20
21	0.037165	1.250327	0.557544	0.806898	0.53202	0.423429	0.546861	0.157411	0.208093	0.213266	0.192116	0	21
22	0.037165	0.037165	0.556379	0.806115	0.529093	0.423423	0.545745	0.157133	0.208041	0.213275	0.192383	0	22
23	0.038487	0.038487	0.555789	0.810568	0.517164	0.425025	0.548575	0.157155	0.208079	0.213068	0.192321	0	23
24	0.033554	1.171618	0.555523	0.807751	0.512891	0.387637	0.581788	0.153141	0.206308	0.212349	0.192292	0	24
25	0.008744	0.033554	0.557495	0.808279	0.515379	0.395496	0.579429	0.153621	0.206499	0.21257	0.192495	0	25
26	0.008744	0.008744	0.55774	0.808229	0.515417	0.397186	0.578811	0.153623	0.206736	0.212471	0.192241	0	26
27	0.021458	1.587242	0.5752	0.847466	0.564513	0.407763	0.569796	0.160405	0.210055	0.214421	0.192386	0.811108	27
28	0.021458	0.021458	0.573345	0.846532	0.556053	0.409128	0.569033	0.160003	0.209645	0.214065	0.1921	0.671358	28
29	0.063604	0.063604	0.574657	0.844362	0.565908	0.379122	0.591282	0.161271	0.21043	0.214685	0.192353	0.748904	29
30	0.018616	1.206329	0.59958	0.843068	0.580305	0.464688	0.58642	0.15897	0.210009	0.214494	0.191965	3.150567	30
31	0.018616	0.018616	0.60031	0.844924	0.580667	0.481466	0.574254	0.158947	0.209832	0.214493	0.192062	3.22983	31
32	0.043125	0.043125	0.600746	0.844378	0.576179	0.430037	0.618784	0.158509	0.209688	0.214265	0.192209	3.302524	32
33	0.030834	1.111681	0.566309	0.831133	0.543957	0.408551	0.563023	0.162703	0.212347	0.216316	0.192983	0	33
34	0.030834	0.030834	0.575721	0.830899	0.552712	0.4441	0.557634	0.162561	0.212264	0.215727	0.192598	0.705121	34
35	0.034154	0.034154	0.567018	0.83111	0.543858	0.423174	0.553833	0.162497	0.211971	0.215705	0.192792	0	35
36	0.051498	1.449602	0.616228	0.842881	0.556756	0.489748	0.6339	0.150382	0.201038	0.207716	0.188502	5.470005	36
37	0.013617	0.051498	0.61685	0.843675	0.562451	0.487071	0.633825	0.150726	0.201052	0.20742	0.188634	5.510911	37
38	0.013617	0.013617	0.617517	0.842794	0.562191	0.484815	0.638193	0.150705	0.201038	0.207408	0.18826	5.579018	38
39	0.020383	1.529591	0.554538	0.832382	0.540434	0.385999	0.550796	0.156437	0.205465	0.209568	0.188423	0	39
40	0.020383	0.020383	0.55794	0.833253	0.53669	0.400592	0.551381	0.1561	0.205092	0.209301	0.188187	0	40
41	0.046216	0.046216	0.555821	0.833832	0.533504	0.394436	0.551637	0.156942	0.205821	0.209886	0.188333	0	41
42	0.016364	1.102971	0.574045	0.818479	0.517718	0.466434	0.565051	0.155369	0.206044	0.209658	0.18701	1.074521	42
43	0.016364	0.016364	0.565641	0.817278	0.516254	0.445799	0.557837	0.155418	0.206136	0.209633	0.187113	0.29836	43
44	0.043615	0.043615	0.566549	0.820187	0.52369	0.447139	0.552993	0.154376	0.205368	0.209161	0.187916	0.452693	44
45	0.039671	1.102632	0.555483	0.822762	0.497328	0.382072	0.588237	0.15807	0.208089	0.21139	0.189296	0	45
46	0.038282	0.039671	0.547028	0.822804	0.496822	0.388295	0.558804	0.157893	0.207967	0.211194	0.189272	0	46
47	0.038282	0.038282	0.557101	0.82391	0.495593	0.395122	0.583458	0.157985	0.207935	0.210966	0.188691	0	47
48	0.030523	1.21019	0.528624	0.824611	0.521562	0.417993	0.463611	0.150408	0.202491	0.206801	0.187704	0	48
49	0.008761	0.030523	0.517686	0.825361	0.52039	0.41824	0.431322	0.150862	0.202818	0.207158	0.187049	0	49
50	0.008761	0.008761	0.520516	0.825281	0.520851	0.418936	0.43892	0.15077	0.202609	0.206569	0.187274	0	50
51	0.023541	1.485155	0.573067	0.845044	0.532673	0.45541	0.54855	0.158829	0.207627	0.210235	0.188768	0.848791	51
52	0.023541	0.023541	0.591985	0.845017	0.532875	0.515921	0.557192	0.158276	0.207474	0.210201	0.188279	2.644193	52
53	0.062282	0.062282	0.575774	0.844874	0.527309	0.498729	0.527375	0.159553	0.208476	0.210843	0.188864	1.058113	53
54	0.017265	1.065927	0.570079	0.836503	0.540482	0.490921	0.509933	0.155629	0.20729	0.211438	0.189379	0.600905	54
55	0.017265	0.017265	0.569054	0.835693	0.54049	0.489646	0.508355	0.155598	0.207323	0.211386	0.188789	0.508936	55
56	0.043014	0.043014	0.566402	0.837133	0.532989	0.514382	0.48614	0.154612	0.206876	0.211202	0.189094	0.316737	56
57	0.032509	0.9406	0.520555	0.823054	0.505783	0.43912	0.434616	0.158753	0.209811	0.213429	0.19057	0	57
58	0.032509	0.032509	0.533282	0.824485	0.510265	0.443822	0.464259	0.15878	0.209714	0.21327	0.190353	0	58
59	0.049514	0.049514	0.531508	0.822689	0.51165	0.43128	0.468638	0.158862	0.209766	0.213729	0.190036	0	59
60	0.039321	1.111789	0.527652	0.823596	0.507397	0.473117	0.425652	0.150966	0.205279	0.210254	0.189705	0	60
61	0.010291	0.039321	0.53171	0.82268	0.52173	0.470926	0.430454	0.151266	0.20526	0.21034	0.190201	0	61
62	0.010291	0.010291	0.525436	0.822852	0.509188	0.457302	0.430338	0.151251	0.205399	0.210178	0.189661	0	62
63	0.023833	1.25095	0.542032	0.816805	0.505564	0.427888	0.507652	0.155117	0.208968	0.2131	0.191674	0	63
64	0.023833	0.023833	0.539591	0.81709	0.503462	0.432563	0.498326	0.154711	0.208854	0.212704	0.191286	0	64
65	0.057853	0.057853	0.535548	0.816911	0.501195	0.444704	0.479227	0.155851	0.209096	0.21291	0.19136	0	65
66	0.019782	1.000765	0.538027	0.805909	0.494364	0.472519	0.473033	0.151335	0.206085	0.211511	0.189906	0	66
67	0.019782	0.019782	0.538997	0.80734	0.495578	0.472616	0.474266	0.151337	0.205937	0.211359	0.18912	0	67
68	0.049729	0.049729	0.540718	0.807762	0.494247	0.473586	0.479249	0.150836	0.205718	0.210891	0.189825	0	68
69	0.029881	1.034964	0.501636	0.809473	0.484519	0.440293	0.396346	0.153592	0.2061	0.210686	0.188255	0	69
70	0.025963	0.029881	0.506561	0.806464	0.484698	0.416922	0.430249	0.153545	0.206218	0.210425	0.188485	0	70
71	0.025963	0.025963	0.50152	0.806447	0.484597	0.397879	0.429946	0.153818	0.206242	0.21064	0.188567	0	71
72	0.035154	1.151666	0.548383	0.810506	0.489737	0.49128	0.490802	0.146425	0.199875	0.204853	0.184234	0	72
73	0.009989	0.035154	0.540672	0.810384	0.48812	0.486619	0.472627	0.147066	0.200249	0.205301	0.184513	0	73
74	0.009989	0.009989	0.536714	0.810246	0.487814	0.485914	0.461685	0.147038	0.200232	0.205322	0.184731	0	74
75	0.02266	1.658084	0.529963	0.847904	0.5271	0.479195	0.404847	0.155042	0.206351	0.210645	0.18771	0	75
76	0.02266	0.02266	0.534963	0.84712	0.525526	0.490732	0.41201	0.154681	0.206115	0.210122	0.186432	0	76
77	0.062382	0.062382	0.536636	0.84771	0.52196	0.502994	0.409481	0.155936	0.207169	0.21063	0.188023	0	77
78	0.015231	1.421389	0.521879	0.841289	0.529203	0.443011	0.407921	0.150917	0.203033	0.207506	0.187942	0	78
79	0.015231	0.015231	0.525933	0.841317	0.52882	0.444845	0.418679	0.15095	0.203213	0.207537	0.18864	0	79
80	0.039133	0.039133	0.515903	0.839035	0.534773	0.423071	0.403579	0.150414	0.202982	0.207287	0.188492	0	80
81	0.030486	1.305277	0.529273	0.828008	0.502836	0.457215	0.440941	0.156616	0.208774	0.213175	0.191417	0	81
82	0.030486	0.030486	0.52384	0.827915	0.507131	0.43505	0.439238	0.156365	0.208597	0.213017	0.192158	0	82
83	0.045483	0.045483	0.52319	0.827299	0.499948	0.453535	0.427964	0.156439	0.208638	0.212676	0.191427	0	83
84	0.036321	1.397043	0.50877	0.825955	0.498495	0.473513	0.367397	0.147064	0.202569	0.208926	0.189954	0	84
85	0.013404	0.036321	0.517185	0.826076	0.536205	0.45874	0.378866	0.147542	0.202815	0.209356	0.189277	0	85
86	0.013404	0.013404	0.520037	0.825822	0.540746	0.465931	0.378865	0.147523	0.202822	0.209082	0.190104	0	86
87	0.019078	1.474081	0.49793	0.827127	0.516705	0.431962	0.359278	0.152695	0.206908	0.21248	0.192498	0	87
88	0.019078	0.019078	0.503709	0.826951	0.518179	0.431082	0.376366	0.152432	0.206847	0.212631	0.192634	0	88
89	0.042568	0.042568	0.493765	0.827292	0.521102	0.403095	0.366327	0.153395	0.20723	0.212961	0.192662	0	89
90	0.014962	1.419771	0.495087	0.812204	0.488731	0.391857	0.408822	0.146971	0.20284	0.209406	0.19158	0	90
91	0.014962	0.014962	0.495519	0.812785	0.48627	0.390268	0.412946	0.147023	0.202796	0.209543	0.192126	0	91
92	0.040736	0.040736	0.499767	0.813242	0.490756	0.389964	0.423068	0.146578	0.202329	0.209238	0.191089	0	92
93	0.043727	1.329115	0.523502	0.811095	0.477599	0.444524	0.459085	0.155186	0.210736	0.215881	0.194612	0	93
94	0.037274	0.043727	0.522967	0.810697	0.476791	0.45022	0.45381	0.1551	0.21072	0.215948	0.195201	0	94
95	0.037274	0.037274	0.510307	0.810617	0.476741	0.441807	0.422027	0.155192	0.210785	0.215903	0.194263	0	95
96	0.03444	1.30558	0.505575	0.812123	0.495142	0.417952	0.413444	0.14596	0.20358	0.210881	0.191016	0	96
97	0.012027	0.03444	0.520532	0.812541	0.498006	0.419966	0.454875	0.14662	0.203853	0.210858	0.191255	0	97
98	0.012027	0.012027	0.519876	0.812327	0.495915	0.420704	0.45386	0.146627	0.203852	0.210717	0.191344	0	98
99	0.018628	1.58323	0.495855	0.828768	0.509485	0.443236	0.352377	0.154743	0.208116	0.213535	0.191492	0	99
100	0.018628	0.018628	0.491753	0.829085	0.510086	0.450626	0.334268	0.154483	0.207904	0.213281	0.191054	0	100
101	0.056185	0.056185	0.487901	0.8285	0.521347	0.412255	0.345083	0.155602	0.208522	0.213565	0.191054	0	101
102	0.018423	1.166517	0.513794	0.827627	0.51774	0.452835	0.389111	0.152337	0.205199	0.210022	0.189473	0	102
103	0.018423	0.018423	0.511714	0.827644	0.523995	0.456422	0.376264	0.152418	0.205445	0.209874	0.189037	0	103
104	0.045816	0.045816	0.518475	0.827829	0.519246	0.470688	0.388312	0.151979	0.205152	0.209797	0.189456	0	104
105	0.036783	1.052355	0.516701	0.819642	0.486094	0.46516	0.415485	0.157348	0.208489	0.21252	0.19365	0	105
106	0.036783	0.036783	0.519317	0.819579	0.489047	0.474147	0.414561	0.157157	0.208395	0.212714	0.193838	0	106
107	0.03974	0.03974	0.515214	0.819707	0.48763	0.459338	0.414391	0.157582	0.208573	0.21306	0.194448	0	107
108	0.043105	1.332828	0.493314	0.815658	0.511035	0.433615	0.353527	0.148352	0.203606	0.209639	0.192663	0	108
109	0.014228	0.043105	0.493601	0.81549	0.508787	0.435697	0.354424	0.149046	0.203733	0.209563	0.192641	0	109
110	0.014228	0.014228	0.49252	0.815602	0.508895	0.435631	0.351155	0.148927	0.203649	0.209629	0.192935	0	110
111	0.020488	1.441626	0.469614	0.811776	0.504816	0.385612	0.328756	0.152059	0.205253	0.20936	0.189627	0	111
112	0.020488	0.020488	0.46842	0.811775	0.500601	0.385175	0.328379	0.151555	0.205078	0.208864	0.190056	0	112
113	0.050527	0.050527	0.470655	0.812135	0.505496	0.389499	0.328295	0.152484	0.205627	0.209509	0.19089	0	113
114	0.015533	1.327426	0.492268	0.809091	0.495651	0.435888	0.362844	0.145201	0.199013	0.20483	0.187059	0	114
115	0.015533	0.015533	0.491802	0.809656	0.493639	0.433669	0.36417	0.145155	0.198893	0.205017	0.187067	0	115
116	0.037439	0.037439	0.495955	0.80909	0.498886	0.440526	0.368024	0.144959	0.199125	0.204624	0.186976	0	116
117	0.033668	1.304462	0.477494	0.807892	0.496212	0.442265	0.318041	0.152981	0.2063	0.210932	0.191856	0	117
118	0.033668	0.033668	0.487777	0.807771	0.498841	0.449722	0.340908	0.15271	0.206342	0.211353	0.19109	0	118
119	0.034756	0.034756	0.487584	0.80701	0.495839	0.454965	0.338917	0.152902	0.206553	0.211568	0.191405	0	119
120	0.040474	1.155794	0.489144	0.81008	0.492216	0.399	0.383943	0.146269	0.203051	0.209756	0.188575	0	120
121	0.011835	0.040474	0.480009	0.809793	0.493056	0.403748	0.353341	0.146713	0.203311	0.21003	0.188377	0	121
122	0.011835	0.011835	0.480594	0.809584	0.493792	0.406622	0.352562	0.146816	0.203233	0.210349	0.188453	0	122
123	0.02706	1.432775	0.47163	0.826475	0.534653	0.425389	0.290412	0.155394	0.210438	0.215186	0.191895	0	123
