frame	n	Y	U	V	All
0	1	0.483486	0.820586	0.843446	0.599663
1	2	0.483553	0.820565	0.843323	0.599683
2	3	0.483558	0.820576	0.843263	0.599678
3	4	0.490895	0.818225	0.841865	0.603945
4	5	0.490801	0.818195	0.841908	0.603885
5	6	0.492388	0.818323	0.842022	0.604983
6	7	0.495343	0.817522	0.841379	0.606712
7	8	0.495384	0.817544	0.841269	0.606725
8	9	0.495245	0.817491	0.841264	0.606623
9	10	0.496439	0.817381	0.841929	0.607511
10	11	0.496497	0.817432	0.841986	0.607568
11	12	0.496495	0.81733	0.841912	0.607537
12	13	0.495144	0.815104	0.839453	0.605856
13	14	0.495483	0.81523	0.839631	0.606132
14	15	0.495462	0.815224	0.839632	0.606117
15	16	0.492976	0.814767	0.840276	0.604491
16	17	0.492848	0.814613	0.840093	0.60435
17	18	0.493222	0.814646	0.840207	0.604624
18	19	0.493887	0.814241	0.839554	0.604891
19	20	0.493937	0.814154	0.839565	0.604911
20	21	0.493841	0.814103	0.839545	0.604835
21	22	0.492578	0.814079	0.83955	0.60399
22	23	0.492573	0.814035	0.839564	0.603982
23	24	0.492556	0.813949	0.839646	0.603969
24	25	0.49253	0.812541	0.838155	0.603469
25	26	0.492685	0.812627	0.838266	0.603605
26	27	0.49269	0.812683	0.838246	0.603615
27	28	0.497942	0.813725	0.8394	0.607482
28	29	0.497744	0.813773	0.839257	0.607334
29	30	0.498471	0.813875	0.839485	0.607874
30	31	0.499228	0.812899	0.837979	0.607965
31	32	0.499242	0.812913	0.837985	0.607978
32	33	0.499159	0.81289	0.837995	0.60792
33	34	0.49891	0.814769	0.839505	0.608319
34	35	0.498919	0.814662	0.839505	0.608307
35	36	0.498927	0.814741	0.839578	0.608338
36	37	0.497042	0.81074	0.835512	0.605736
37	38	0.4972	0.810785	0.835652	0.605873
38	39	0.497155	0.81082	0.835627	0.605845
39	40	0.493739	0.813791	0.838578	0.604554
40	41	0.493569	0.813758	0.838462	0.604416
41	42	0.493983	0.813806	0.83856	0.604716
42	43	0.493509	0.810047	0.836032	0.603353
43	44	0.493534	0.809972	0.836005	0.603352
44	45	0.493426	0.810119	0.835996	0.603303
45	46	0.491713	0.813456	0.837845	0.603025
46	47	0.491706	0.813543	0.837911	0.603046
47	48	0.491738	0.813528	0.837939	0.60307
48	49	0.491343	0.811667	0.835724	0.602127
49	50	0.491479	0.811665	0.835864	0.602241
50	51	0.491431	0.811663	0.835887	0.602213
51	52	0.498783	0.813409	0.83856	0.60785
52	53	0.498628	0.813459	0.83851	0.607747
53	54	0.499423	0.813585	0.838649	0.608321
54	55	0.498812	0.812906	0.837257	0.607568
55	56	0.49884	0.812891	0.837227	0.607579
56	57	0.498622	0.812918	0.837205	0.607435
57	58	0.497063	0.814093	0.838606	0.606825
58	59	0.497097	0.81408	0.838742	0.606868
59	60	0.497119	0.814165	0.83861	0.606875
60	61	0.495747	0.811347	0.835022	0.604893
61	62	0.495941	0.811358	0.835061	0.60503
62	63	0.495924	0.811389	0.835024	0.605018
63	64	0.492582	0.813162	0.838129	0.603603
64	65	0.492429	0.813076	0.838105	0.603483
65	66	0.492631	0.813222	0.838278	0.60367
66	67	0.492679	0.812458	0.836565	0.60329
67	68	0.49268	0.812453	0.836605	0.603297
68	69	0.492642	0.81231	0.836432	0.603218
69	70	0.490845	0.814445	0.839136	0.602827
70	71	0.490845	0.814468	0.839252	0.60285
71	72	0.490856	0.81442	0.839203	0.602841
72	73	0.490298	0.811557	0.836342	0.601515
73	74	0.490498	0.811612	0.836544	0.601691
74	75	0.490523	0.811687	0.83658	0.601726
75	76	0.497802	0.814346	0.839141	0.607449
76	77	0.497577	0.814342	0.839084	0.607289
77	78	0.498291	0.814575	0.839411	0.607858
78	79	0.499766	0.814395	0.838593	0.608676
79	80	0.499743	0.81438	0.838617	0.608662
80	81	0.499553	0.814342	0.838449	0.608501
81	82	0.499567	0.815603	0.840136	0.609001
82	83	0.499599	0.815511	0.840188	0.609016
83	84	0.499537	0.815562	0.840241	0.608991
84	85	0.497862	0.812506	0.838443	0.607066
85	86	0.498081	0.812608	0.838503	0.607239
86	87	0.498048	0.812642	0.838534	0.607228
87	88	0.494636	0.814984	0.839363	0.605482
88	89	0.494487	0.814872	0.839331	0.605358
89	90	0.494735	0.815061	0.839393	0.605566
90	91	0.493011	0.810297	0.834282	0.60277
91	92	0.493046	0.810346	0.834326	0.602809
92	93	0.492941	0.810256	0.834353	0.602729
93	94	0.492409	0.815523	0.839483	0.604107
94	95	0.492382	0.815584	0.839526	0.604106
95	96	0.492491	0.815612	0.839649	0.604204
96	97	0.490921	0.812663	0.837353	0.602283
97	98	0.491115	0.812697	0.837522	0.602447
98	99	0.491147	0.812757	0.837507	0.602475
99	100	0.497888	0.814387	0.83876	0.60745
100	101	0.497768	0.814319	0.838681	0.607345
101	102	0.498721	0.814496	0.8389	0.608047
102	103	0.499745	0.812705	0.837363	0.608175
103	104	0.49976	0.812708	0.837366	0.608186
104	105	0.49955	0.812514	0.837281	0.607999
105	106	0.498772	0.813673	0.838476	0.607873
106	107	0.498775	0.813677	0.838495	0.607879
107	108	0.498761	0.813628	0.838468	0.607857
108	109	0.495599	0.810937	0.835632	0.604827
109	110	0.495713	0.810916	0.835794	0.604927
110	111	0.495655	0.810906	0.83578	0.604884
111	112	0.491899	0.811951	0.836992	0.602756
112	113	0.491756	0.811915	0.836923	0.602644
113	114	0.492003	0.81203	0.83711	0.602859
114	115	0.490068	0.809067	0.834083	0.600571
115	116	0.490094	0.809037	0.834086	0.600583
