frame	n	Y	U	V	All
0	1	0.488694	0.825503	0.857225	0.606251
1	2	0.488353	0.824995	0.856797	0.605867
2	3	0.488183	0.824973	0.856723	0.605738
3	4	0.488038	0.817999	0.851687	0.60364
4	5	0.488033	0.817912	0.851621	0.603611
5	6	0.488465	0.818034	0.851647	0.603923
6	7	0.502583	0.820821	0.853097	0.614042
7	8	0.502621	0.820836	0.853054	0.614062
8	9	0.502457	0.82083	0.853076	0.613956
9	10	0.506204	0.823963	0.853534	0.617052
10	11	0.506163	0.823934	0.853553	0.617023
11	12	0.506169	0.823806	0.853406	0.616981
12	13	0.505346	0.819349	0.84766	0.614732
13	14	0.505821	0.819532	0.847894	0.615118
14	15	0.505797	0.819547	0.847904	0.615106
15	16	0.50331	0.822451	0.853063	0.614792
16	17	0.503282	0.822396	0.853076	0.614767
17	18	0.503873	0.822528	0.853073	0.615182
18	19	0.503895	0.820406	0.848268	0.614042
19	20	0.503887	0.820354	0.848244	0.614024
20	21	0.503842	0.820301	0.848257	0.613988
21	22	0.505577	0.823259	0.850996	0.616094
22	23	0.505539	0.823258	0.850896	0.616052
23	24	0.505631	0.823249	0.850949	0.61612
24	25	0.505142	0.818908	0.846916	0.614399
25	26	0.505294	0.819055	0.84695	0.61453
26	27	0.50527	0.819105	0.846974	0.614527
27	28	0.508876	0.822859	0.853002	0.618561
28	29	0.5088	0.82289	0.852944	0.618506
29	30	0.509284	0.823007	0.852914	0.618843
30	31	0.510482	0.821532	0.848931	0.618732
31	32	0.510498	0.82154	0.84889	0.618737
32	33	0.510291	0.821525	0.848857	0.618591
33	34	0.509954	0.823397	0.852631	0.619308
34	35	0.509926	0.82333	0.852623	0.619276
35	36	0.509869	0.823326	0.852708	0.619251
36	37	0.507961	0.818387	0.84718	0.616235
37	38	0.508082	0.818552	0.847274	0.616359
38	39	0.508051	0.818626	0.847327	0.61636
39	40	0.501868	0.822397	0.852608	0.613746
40	41	0.501811	0.822357	0.852534	0.613689
41	42	0.502156	0.822406	0.852626	0.613942
42	43	0.504938	0.81979	0.847559	0.614517
43	44	0.504986	0.819739	0.847575	0.614543
44	45	0.504829	0.819703	0.847535	0.614426
45	46	0.503395	0.822386	0.850466	0.614406
46	47	0.503503	0.822336	0.850491	0.614473
47	48	0.503477	0.822337	0.850464	0.614451
48	49	0.502935	0.819535	0.848568	0.613307
49	50	0.503026	0.819562	0.848608	0.613379
50	51	0.503014	0.819553	0.848617	0.613371
51	52	0.505345	0.821586	0.852114	0.615846
52	53	0.505234	0.821622	0.852077	0.615773
53	54	0.505766	0.821786	0.852221	0.616179
54	55	0.506563	0.819989	0.850298	0.61609
55	56	0.506562	0.819934	0.850349	0.616088
56	57	0.506489	0.819867	0.850216	0.616006
57	58	0.503562	0.822074	0.852169	0.614749
58	59	0.503708	0.821971	0.852227	0.614839
59	60	0.503647	0.821927	0.852197	0.614786
60	61	0.502493	0.817596	0.847544	0.612519
61	62	0.502605	0.817605	0.847546	0.612595
62	63	0.502617	0.817678	0.847567	0.612619
63	64	0.496842	0.819409	0.851056	0.609639
64	65	0.496639	0.81931	0.850982	0.609475
65	66	0.496855	0.819432	0.851179	0.609672
66	67	0.494741	0.817456	0.847594	0.607336
67	68	0.494778	0.817459	0.847593	0.60736
68	69	0.494668	0.817342	0.847531	0.607258
69	70	0.494097	0.82112	0.850643	0.608025
70	71	0.494083	0.821158	0.850638	0.608021
71	72	0.494084	0.821118	0.850677	0.608022
72	73	0.494071	0.818463	0.847055	0.606967
73	74	0.494289	0.81867	0.847165	0.607165
74	75	0.4943	0.818703	0.847211	0.607186
75	76	0.499403	0.82116	0.85101	0.61163
76	77	0.499291	0.821151	0.851008	0.611554
77	78	0.499916	0.821408	0.851099	0.612028
78	79	0.501656	0.821271	0.849167	0.612844
79	80	0.501658	0.821279	0.849188	0.61285
80	81	0.501463	0.821189	0.849163	0.612701
81	82	0.501212	0.822737	0.851704	0.613215
82	83	0.501186	0.822825	0.851591	0.613193
83	84	0.501277	0.822826	0.851668	0.613267
84	85	0.498381	0.818803	0.848636	0.61016
85	86	0.498573	0.818801	0.848753	0.610308
86	87	0.49854	0.818841	0.848676	0.610279
87	88	0.491443	0.821195	0.851625	0.606432
88	89	0.491355	0.821178	0.851576	0.606362
89	90	0.491573	0.821343	0.851694	0.606555
90	91	0.488999	0.812737	0.839312	0.601341
91	92	0.489003	0.812805	0.839271	0.601348
92	93	0.488918	0.812712	0.839335	0.601287
93	94	0.486886	0.819495	0.849628	0.602778
94	95	0.486724	0.81952	0.849687	0.602684
95	96	0.486735	0.819515	0.849749	0.602701
96	97	0.47286	0.810649	0.840352	0.590407
97	98	0.472788	0.810644	0.840374	0.590362
98	99	0.472759	0.810598	0.840362	0.590333
99	100	0.481596	0.81463	0.846592	0.597934
100	101	0.481633	0.81461	0.846582	0.597954
101	102	0.481887	0.814541	0.846777	0.598145
102	103	0.494728	0.818386	0.846705	0.607334
103	104	0.494784	0.818372	0.846729	0.607373
104	105	0.494558	0.818309	0.846756	0.607216
105	106	0.491709	0.819419	0.848505	0.605793
106	107	0.491568	0.819332	0.848387	0.605665
107	108	0.491456	0.819314	0.84833	0.605578
108	109	0.474022	0.808351	0.838887	0.590554
109	110	0.474065	0.808521	0.838954	0.590623
110	111	0.474066	0.808529	0.838966	0.590627
111	112	0.484936	0.818811	0.848875	0.601238
112	113	0.484895	0.818741	0.848887	0.601201
113	114	0.48571	0.818896	0.848937	0.601779
114	115	0.487065	0.815327	0.843293	0.601147
115	116	0.487057	0.815297	0.84329	0.601136
116	117	0.487102	0.815372	0.843271	0.601175
117	118	0.487716	0.821019	0.848725	0.603435
118	119	0.487657	0.821007	0.84874	0.603396
119	120	0.487707	0.821082	0.848733	0.60344
120	121	0.486235	0.818719	0.846334	0.601666
121	122	0.48643	0.818774	0.846451	0.601824
122	123	0.48645	0.818754	0.846417	0.601828
123	124	0.492214	0.821899	0.851532	0.607048
124	125	0.492093	0.821836	0.851501	0.606951
125	126	0.492734	0.822059	0.851652	0.607441
126	127	0.493792	0.819203	0.849085	0.607242
127	128	0.493812	0.819208	0.84908	0.607256
128	129	0.493644	0.819076	0.849029	0.607113
129	130	0.489722	0.819265	0.85074	0.604816
130	131	0.489665	0.819237	0.850629	0.604755
131	132	0.48952	0.819315	0.850614	0.604668
132	133	0.476526	0.811015	0.843135	0.593376
133	134	0.476575	0.811057	0.843233	0.593431
134	135	0.476595	0.811054	0.843278	0.593452
135	136	0.480511	0.818214	0.849875	0.598356
136	137	0.480367	0.81825	0.84989	0.598268
137	138	0.481549	0.818464	0.850017	0.599113
138	139	0.483396	0.815637	0.843652	0.598812
139	140	0.483447	0.815636	0.843637	0.598843
140	141	0.483358	0.815595	0.843721	0.598792
141	142	0.484507	0.820605	0.849284	0.601319
142	143	0.484522	0.820607	0.849206	0.601317
143	144	0.484571	0.820584	0.849218	0.601348
144	145	0.48398	0.816141	0.845148	0.599535
145	146	0.483944	0.816252	0.845174	0.599534
146	147	0.483876	0.81627	0.845185	0.599493
147	148	0.481876	0.814594	0.846895	0.598166
148	149	0.481831	0.814588	0.846872	0.598131
149	150	0.482085	0.814696	0.846921	0.598326
150	151	0.492741	0.816987	0.847603	0.605926
151	152	0.492815	0.81701	0.847594	0.605977
152	153	0.492477	0.81686	0.847614	0.60573
153	154	0.483755	0.817419	0.848379	0.600136
154	155	0.483852	0.817414	0.848364	0.600197
