frame	n	Y	U	V	All
0	1	0.387222	0.744577	0.830221	0.520615
1	2	0.387249	0.744533	0.830014	0.52059
2	3	0.38728	0.744506	0.830009	0.520606
3	4	0.391488	0.741985	0.828544	0.522747
4	5	0.391426	0.74196	0.828491	0.522693
5	6	0.392371	0.742009	0.828716	0.523368
6	7	0.398008	0.735093	0.822541	0.524944
7	8	0.398024	0.73516	0.822528	0.524964
8	9	0.397995	0.735133	0.822476	0.524931
9	10	0.40108	0.742355	0.8269	0.528929
10	11	0.401047	0.742374	0.826878	0.528907
11	12	0.401051	0.742325	0.826828	0.528893
12	13	0.398978	0.737635	0.822479	0.526004
13	14	0.399414	0.737961	0.822607	0.526371
14	15	0.399505	0.738019	0.822578	0.526436
15	16	0.396934	0.741495	0.826603	0.525973
16	17	0.396899	0.741444	0.826532	0.525928
17	18	0.397252	0.741617	0.826682	0.526218
18	19	0.398224	0.730669	0.816423	0.523332
19	20	0.398242	0.730615	0.816421	0.523334
20	21	0.398217	0.730579	0.816417	0.523311
21	22	0.398115	0.741979	0.825624	0.526677
22	23	0.398111	0.742	0.825505	0.526658
23	24	0.398158	0.741896	0.825627	0.526692
24	25	0.396683	0.734135	0.818536	0.523233
25	26	0.396814	0.734307	0.8186	0.523361
26	27	0.396847	0.734285	0.818584	0.523376
27	28	0.401527	0.744636	0.828825	0.529928
28	29	0.401495	0.744671	0.828823	0.529912
29	30	0.401957	0.744661	0.828641	0.530189
30	31	0.40174	0.738238	0.821021	0.527703
31	32	0.401729	0.738295	0.820961	0.527695
32	33	0.401628	0.738319	0.821035	0.527644
33	34	0.402578	0.744951	0.827751	0.530503
34	35	0.402592	0.74496	0.827754	0.530513
35	36	0.402596	0.744975	0.82764	0.5305
36	37	0.399443	0.736071	0.819599	0.525573
37	38	0.399574	0.736111	0.81967	0.52568
38	39	0.399474	0.736124	0.819717	0.525623
39	40	0.395576	0.744846	0.828216	0.525894
40	41	0.395459	0.744816	0.828199	0.525808
41	42	0.395847	0.744951	0.828284	0.526104
42	43	0.399968	0.737969	0.817769	0.525935
43	44	0.399959	0.737925	0.817748	0.525918
44	45	0.399942	0.737966	0.817756	0.525915
45	46	0.397203	0.742989	0.824691	0.526082
46	47	0.397183	0.743037	0.824709	0.52608
47	48	0.397155	0.743135	0.82471	0.526078
48	49	0.395565	0.739092	0.821099	0.523742
49	50	0.395637	0.73908	0.821144	0.523795
50	51	0.395629	0.739144	0.821205	0.523811
51	52	0.397289	0.744788	0.828199	0.527024
52	53	0.397155	0.744764	0.82815	0.526922
53	54	0.397451	0.744971	0.828199	0.527163
54	55	0.39711	0.739956	0.820811	0.524868
55	56	0.397098	0.739938	0.820837	0.524861
56	57	0.397028	0.739954	0.820897	0.524827
57	58	0.400584	0.74702	0.829177	0.529755
58	59	0.400587	0.747048	0.829202	0.529766
59	60	0.400611	0.74694	0.829194	0.529763
60	61	0.397664	0.740488	0.822395	0.52559
