frame	integer_motion2	integer_motion	integer_adm2	integer_adm_scale0	integer_adm_scale1	integer_adm_scale2	integer_adm_scale3	integer_vif_scale0	integer_vif_scale1	integer_vif_scale2	integer_vif_scale3	vmaf
0	0	0	0.555128	0.82889	0.529138	0.474326	0.492453	0.142453	0.194632	0.204532	0.19614	0.138462	0
1	0.013812	0.035718	0.545746	0.828826	0.529171	0.472713	0.465331	0.142593	0.194623	0.205077	0.196272	0	1
2	0.013812	0.013812	0.545888	0.82892	0.529002	0.47401	0.464788	0.14259	0.194769	0.2051	0.196697	0	2
3	0.028115	0.840242	0.553783	0.84497	0.560205	0.42964	0.494594	0.146024	0.198773	0.209295	0.197637	0	3
4	0.028115	0.028115	0.569056	0.845805	0.560389	0.486037	0.494995	0.145868	0.198848	0.209262	0.198044	1.058593	4
5	0.076768	0.076768	0.541373	0.84623	0.557888	0.402229	0.480187	0.147919	0.200683	0.210481	0.199925	0	5
6	0.014447	1.027831	0.579629	0.845465	0.574007	0.473529	0.525379	0.149254	0.204325	0.213826	0.203876	1.620447	6
7	0.014447	0.014447	0.576548	0.845406	0.574299	0.46185	0.525319	0.149287	0.204377	0.21395	0.203667	1.326202	7
8	0.039294	0.039294	0.573217	0.845268	0.567443	0.458925	0.52231	0.148846	0.204087	0.214045	0.203838	1.045859	8
9	0.058901	0.943761	0.550401	0.845416	0.552496	0.417399	0.4971	0.154237	0.208678	0.21693	0.206574	0	9
10	0.046627	0.058901	0.558308	0.845104	0.549996	0.452338	0.494836	0.153994	0.208675	0.217223	0.206125	0	10
11	0.046627	0.046627	0.544008	0.844472	0.552842	0.422842	0.473787	0.15385	0.2083	0.21709	0.206545	0	11
12	0.047422	1.215016	0.540883	0.837964	0.56134	0.403572	0.474843	0.146322	0.203141	0.212735	0.204274	0	12
13	0.014321	0.047422	0.532739	0.839	0.558785	0.413024	0.443532	0.146821	0.203386	0.21328	0.204559	0	13
14	0.014321	0.014321	0.532112	0.839073	0.559998	0.408849	0.444118	0.146749	0.203201	0.21302	0.204435	0	14
15	0.016452	1.323092	0.576287	0.845407	0.564306	0.43561	0.55249	0.150477	0.20417	0.213235	0.202139	1.315038	15
16	0.016452	0.016452	0.587438	0.845611	0.564066	0.438568	0.583606	0.150213	0.204004	0.213396	0.202509	2.375201	16
17	0.056198	0.056198	0.534862	0.845155	0.557638	0.407917	0.454809	0.151356	0.204871	0.213379	0.202529	0	17
