frame	integer_motion2	integer_motion	integer_adm2	integer_adm_scale0	integer_adm_scale1	integer_adm_scale2	integer_adm_scale3	integer_vif_scale0	integer_vif_scale1	integer_vif_scale2	integer_vif_scale3	vmaf
0	0	0	0.498956	0.816785	0.511494	0.421068	0.383681	0.143429	0.189276	0.193484	0.176441	0	0
1	0.013812	0.035718	0.499985	0.816859	0.51025	0.401914	0.402791	0.143591	0.189533	0.193981	0.176216	0	1
2	0.013812	0.013812	0.503941	0.816247	0.51029	0.418153	0.402133	0.14355	0.189717	0.194105	0.176577	0	2
3	0.028115	0.840242	0.498938	0.838452	0.535631	0.414871	0.363111	0.146869	0.192806	0.197285	0.178245	0	3
4	0.028115	0.028115	0.503028	0.838243	0.536391	0.431835	0.361544	0.146649	0.192868	0.197118	0.178507	0	4
5	0.076768	0.076768	0.489614	0.839142	0.535537	0.434049	0.320073	0.148422	0.194122	0.198184	0.179553	0	5
6	0.014447	1.027831	0.520618	0.84355	0.552887	0.436793	0.392493	0.148967	0.196048	0.200041	0.180713	0	6
7	0.014447	0.014447	0.520239	0.84376	0.554494	0.433942	0.392452	0.148839	0.195974	0.200132	0.180296	0	7
8	0.039294	0.039294	0.508889	0.843221	0.550408	0.447577	0.350454	0.148407	0.195762	0.200102	0.181361	0	8
9	0.058901	0.943761	0.518172	0.845625	0.551644	0.460882	0.366301	0.155171	0.202764	0.205435	0.183555	0	9
10	0.046627	0.058901	0.529107	0.845369	0.554723	0.473058	0.387366	0.155092	0.202819	0.205536	0.18397	0	10
11	0.046627	0.046627	0.52488	0.84523	0.551811	0.47248	0.377191	0.15538	0.202916	0.2057	0.183822	0	11
12	0.047422	1.215016	0.509903	0.84152	0.548061	0.469102	0.334698	0.149194	0.19981	0.20458	0.185873	0	12
13	0.014321	0.047422	0.513826	0.841669	0.548165	0.45886	0.354657	0.149624	0.200029	0.205259	0.186159	0	13
14	0.014321	0.014321	0.514121	0.841728	0.548916	0.459088	0.354806	0.149595	0.199968	0.205212	0.185976	0	14
15	0.016452	1.323092	0.509311	0.842765	0.552613	0.390487	0.396802	0.152789	0.200356	0.204178	0.183247	0	15
16	0.016452	0.016452	0.512781	0.842852	0.55244	0.390026	0.407631	0.152519	0.200164	0.20455	0.183231	0	16
17	0.056198	0.056198	0.529491	0.843755	0.553295	0.463047	0.398546	0.15383	0.201015	0.204209	0.183424	0	17
18	0.018962	1.225329	0.496717	0.838857	0.545657	0.440008	0.318801	0.149703	0.198302	0.202872	0.183599	0	18
19	0.018962	0.018962	0.495363	0.838932	0.545812	0.416722	0.333402	0.149795	0.198308	0.202769	0.183478	0	19
20	0.044999	0.044999	0.502061	0.838759	0.544691	0.461893	0.318212	0.14937	0.198212	0.203071	0.183143	0	20
21	0.037165	1.250327	0.507808	0.831738	0.540075	0.409238	0.386584	0.155323	0.203621	0.207297	0.186668	0	21
22	0.037165	0.037165	0.481108	0.831797	0.541619	0.407372	0.305003	0.154895	0.203182	0.207032	0.186427	0	22
23	0.038487	0.038487	0.50293	0.831302	0.541623	0.402063	0.376618	0.155158	0.203532	0.207504	0.186821	0	23
24	0.033554	1.171618	0.475663	0.835316	0.537047	0.380846	0.311275	0.149504	0.198594	0.203571	0.184952	0	24
25	0.008744	0.033554	0.473162	0.834768	0.539707	0.369636	0.311169	0.149997	0.198871	0.203748	0.184593	0	25
26	0.008744	0.008744	0.47563	0.834719	0.540268	0.377762	0.311748	0.150022	0.198864	0.203801	0.185046	0	26
27	0.021458	1.587242	0.50899	0.85712	0.577063	0.422342	0.35381	0.155006	0.200133	0.203559	0.181503	0	27
