frame	integer_motion2	integer_motion	integer_adm2	integer_adm_scale0	integer_adm_scale1	integer_adm_scale2	integer_adm_scale3	integer_vif_scale0	integer_vif_scale1	integer_vif_scale2	integer_vif_scale3	vmaf
0	0	0	0.393229	0.850976	0.547666	0.307592	0.225217	0.089467	0.149764	0.152861	0.13264	0	0
1	0.009991	0.025894	0.393053	0.851049	0.546594	0.307492	0.225299	0.089653	0.149884	0.152927	0.133058	0	1
2	0.009991	0.009991	0.392109	0.851053	0.546866	0.303596	0.225322	0.089508	0.149821	0.152973	0.13311	0	2
3	0.023893	0.801584	0.414703	0.850253	0.540724	0.353289	0.245553	0.094338	0.153019	0.155201	0.132939	0	3
4	0.023893	0.023893	0.4087	0.849546	0.540063	0.336844	0.241988	0.094114	0.15303	0.155116	0.1329	0	4
5	0.137034	0.137034	0.404102	0.850955	0.563981	0.309557	0.237458	0.096569	0.154351	0.155855	0.133416	0	5
6	0.017375	0.712018	0.39274	0.856097	0.535227	0.289506	0.230537	0.099162	0.157955	0.158385	0.13487	0	6
7	0.017375	0.017375	0.398994	0.856005	0.544636	0.304486	0.231927	0.099244	0.157885	0.158399	0.135348	0	7
8	0.045556	0.045556	0.391844	0.85651	0.533493	0.292303	0.227174	0.098469	0.157721	0.158085	0.1353	0	8
9	0.035619	0.687702	0.386462	0.861176	0.541787	0.276788	0.220379	0.102268	0.160563	0.16019	0.136351	0	9
10	0.035619	0.035619	0.384674	0.860974	0.541425	0.276022	0.216699	0.102199	0.160518	0.160159	0.135975	0	10
11	0.048831	0.048831	0.409184	0.860657	0.528275	0.28414	0.277816	0.102288	0.160558	0.160055	0.136028	0	11
12	0.072005	0.785124	0.380865	0.849719	0.532649	0.27037	0.214738	0.097448	0.157011	0.15734	0.13465	0	12
13	0.022218	0.072005	0.383248	0.849891	0.531898	0.258319	0.229186	0.098107	0.157468	0.157543	0.134886	0	13
14	0.022218	0.022218	0.377362	0.850298	0.531347	0.257604	0.215033	0.098094	0.157211	0.157504	0.134902	0	14
15	0.02096	0.910197	0.384558	0.853849	0.522495	0.258626	0.23293	0.095498	0.153849	0.154734	0.132193	0	15
16	0.02096	0.02096	0.384698	0.854429	0.523696	0.26184	0.230307	0.095357	0.154139	0.154741	0.132296	0	16
17	0.083454	0.083454	0.382593	0.854415	0.521998	0.261594	0.225057	0.096219	0.154464	0.155133	0.131959	0	17
18	0.019466	0.79681	0.387852	0.852397	0.526682	0.261107	0.23333	0.097256	0.154968	0.155061	0.132443	0	18
19	0.019466	0.019466	0.391531	0.852487	0.526978	0.25869	0.244601	0.097237	0.154935	0.155387	0.132764	0	19
20	0.046556	0.046556	0.38517	0.852752	0.526466	0.251289	0.233624	0.09627	0.154462	0.15538	0.132496	0	20
21	0.030508	0.792108	0.387642	0.855841	0.515323	0.247824	0.244268	0.096069	0.155097	0.156211	0.132604	0	21
22	0.030508	0.030508	0.388158	0.855862	0.512681	0.250394	0.245003	0.096047	0.155119	0.15602	0.132634	0	22
23	0.041521	0.041521	0.389629	0.856027	0.519135	0.252654	0.243861	0.096275	0.155355	0.156007	0.13176	0	23
24	0.035277	0.80899	0.399965	0.85233	0.511581	0.241305	0.283342	0.092664	0.152056	0.153173	0.130594	0	24
25	0.012165	0.035277	0.390333	0.852378	0.513734	0.241337	0.255655	0.093038	0.152137	0.15331	0.130743	0	25
26	0.012165	0.012165	0.389924	0.852284	0.511535	0.241501	0.255571	0.092918	0.152138	0.153315	0.13066	0	26
27	0.022479	1.249969	0.408674	0.863209	0.54013	0.238376	0.297955	0.098147	0.155416	0.155025	0.131382	0	27
