frame	n	Y	U	V	All
0	1	0.592596	0.818842	0.859687	0.674819
1	2	0.592717	0.818702	0.859675	0.674874
2	3	0.592681	0.818707	0.859647	0.674847
3	4	0.604122	0.817091	0.859162	0.682123
4	5	0.604084	0.81706	0.859129	0.682087
5	6	0.606243	0.817129	0.859339	0.683574
6	7	0.61036	0.81641	0.859315	0.686194
7	8	0.610432	0.816411	0.859328	0.686244
8	9	0.610185	0.816502	0.85925	0.686082
9	10	0.6116	0.816653	0.858812	0.686977
10	11	0.611723	0.816682	0.858774	0.687058
11	12	0.611868	0.816669	0.858809	0.687158
12	13	0.612115	0.815706	0.857805	0.686995
13	14	0.612406	0.815684	0.857924	0.687205
14	15	0.612375	0.81567	0.857923	0.687182
15	16	0.605863	0.815022	0.857725	0.6827
16	17	0.605798	0.815076	0.857644	0.682652
17	18	0.606483	0.815296	0.857714	0.683157
18	19	0.608254	0.815637	0.857667	0.684387
19	20	0.608299	0.815626	0.857666	0.684415
20	21	0.608007	0.815606	0.857631	0.684211
21	22	0.611321	0.816253	0.858128	0.686611
22	23	0.611351	0.816263	0.858173	0.68664
23	24	0.611246	0.816247	0.858145	0.686562
24	25	0.612248	0.81562	0.85822	0.687138
25	26	0.612386	0.81565	0.858242	0.687239
26	27	0.612333	0.815671	0.85821	0.687202
27	28	0.619076	0.817859	0.859729	0.692316
28	29	0.618916	0.817902	0.859677	0.692207
29	30	0.620412	0.817965	0.859912	0.693254
30	31	0.623004	0.818517	0.861389	0.69532
31	32	0.623076	0.818517	0.861347	0.695361
32	33	0.622907	0.818459	0.861182	0.695212
33	34	0.61954	0.81898	0.86073	0.692979
34	35	0.619477	0.819025	0.860746	0.692946
35	36	0.619514	0.818943	0.860734	0.692956
36	37	0.619589	0.818288	0.859751	0.692733
37	38	0.619693	0.818347	0.859765	0.692814
38	39	0.619462	0.818366	0.859786	0.692667
39	40	0.607131	0.819698	0.860346	0.684762
40	41	0.606976	0.819656	0.860242	0.684633
41	42	0.607418	0.819587	0.860382	0.68494
42	43	0.612302	0.819934	0.860677	0.688303
43	44	0.612303	0.819921	0.860761	0.688316
44	45	0.611984	0.819957	0.860686	0.688096
45	46	0.608908	0.820777	0.860646	0.686176
46	47	0.608931	0.820832	0.860633	0.686198
47	48	0.608916	0.820824	0.860667	0.686193
48	49	0.611328	0.820411	0.860094	0.687636
49	50	0.611473	0.820434	0.860163	0.687748
50	51	0.611392	0.820462	0.860195	0.687704
51	52	0.614079	0.820875	0.860669	0.689643
52	53	0.613841	0.820866	0.860559	0.689465
53	54	0.615378	0.820948	0.860718	0.69053
54	55	0.619977	0.819048	0.861563	0.69342
55	56	0.620096	0.819034	0.861522	0.69349
56	57	0.619537	0.819066	0.861491	0.693118
57	58	0.617188	0.821717	0.862759	0.692205
58	59	0.617198	0.821754	0.86283	0.69223
59	60	0.617225	0.82166	0.862778	0.692223
60	61	0.615842	0.821894	0.863018	0.69138
61	62	0.616096	0.821883	0.863112	0.691563
62	63	0.615952	0.821888	0.863089	0.691464
63	64	0.607628	0.822225	0.862998	0.685956
64	65	0.607551	0.822247	0.862905	0.685893
65	66	0.607936	0.822358	0.863045	0.686191
66	67	0.609184	0.822169	0.863071	0.686996
67	68	0.609272	0.822162	0.863126	0.687063
68	69	0.609116	0.822177	0.863029	0.686945
69	70	0.607806	0.823248	0.863402	0.686312
