frame	integer_motion2	integer_motion	integer_adm2	integer_adm_scale0	integer_adm_scale1	integer_adm_scale2	integer_adm_scale3	integer_vif_scale0	integer_vif_scale1	integer_vif_scale2	integer_vif_scale3	vmaf
0	0	0	0.386179	0.829751	0.512014	0.284223	0.24456	0.080757	0.132555	0.137901	0.121079	0	0
1	0.009991	0.025894	0.384948	0.829886	0.511746	0.283093	0.242431	0.080967	0.132654	0.137917	0.121478	0	1
2	0.009991	0.009991	0.400361	0.829852	0.511469	0.288479	0.275596	0.080868	0.132703	0.138031	0.121746	0	2
3	0.023893	0.801584	0.403966	0.834688	0.514229	0.278192	0.284351	0.084666	0.136718	0.141216	0.123522	0	3
4	0.023893	0.023893	0.404175	0.834608	0.514768	0.278349	0.284495	0.084364	0.136615	0.141007	0.123247	0	4
5	0.137034	0.137034	0.414782	0.835938	0.509448	0.321868	0.284034	0.086818	0.138179	0.142002	0.124395	0	5
6	0.017375	0.712018	0.391532	0.845216	0.50633	0.274933	0.254018	0.089745	0.142344	0.145118	0.12722	0	6
7	0.017375	0.017375	0.390761	0.845047	0.502534	0.274933	0.253906	0.089957	0.14223	0.145137	0.127167	0	7
8	0.045556	0.045556	0.394308	0.845295	0.505507	0.27494	0.261315	0.089119	0.141979	0.144617	0.126733	0	8
9	0.035619	0.687702	0.397669	0.848947	0.504064	0.277162	0.26901	0.092496	0.145151	0.146641	0.127742	0	9
10	0.035619	0.035619	0.398286	0.848687	0.504314	0.279185	0.269158	0.092427	0.145165	0.146939	0.127757	0	10
11	0.048831	0.048831	0.401475	0.847714	0.505678	0.290335	0.269254	0.092524	0.145136	0.146639	0.127666	0	11
12	0.072005	0.785124	0.407922	0.83817	0.498844	0.33501	0.257856	0.089701	0.144282	0.146754	0.129558	0	12
13	0.022218	0.072005	0.390472	0.837695	0.499871	0.272921	0.256239	0.090277	0.144555	0.146766	0.129447	0	13
14	0.022218	0.022218	0.403592	0.837607	0.497796	0.320028	0.257906	0.090172	0.144315	0.14681	0.129364	0	14
15	0.02096	0.910197	0.415342	0.837794	0.51046	0.267689	0.316839	0.087642	0.140432	0.143695	0.12658	0	15
16	0.02096	0.02096	0.415065	0.838727	0.509978	0.267123	0.316479	0.087502	0.14068	0.143996	0.126853	0	16
17	0.083454	0.083454	0.409199	0.837696	0.515967	0.264305	0.300478	0.088408	0.141058	0.144222	0.126197	0	17
18	0.019466	0.79681	0.403391	0.840473	0.508846	0.260179	0.288007	0.090156	0.142663	0.145401	0.128261	0	18
19	0.019466	0.019466	0.40336	0.840417	0.508932	0.260517	0.287651	0.090194	0.142748	0.145702	0.128708	0	19
20	0.046556	0.046556	0.405408	0.840961	0.509225	0.266811	0.287985	0.089386	0.142331	0.145772	0.128479	0	20
21	0.030508	0.792108	0.402564	0.84199	0.509432	0.259971	0.283277	0.088503	0.142218	0.146637	0.128941	0	21
22	0.030508	0.030508	0.401495	0.841766	0.501851	0.261761	0.282933	0.088471	0.142177	0.146461	0.129427	0	22
23	0.041521	0.041521	0.400811	0.842302	0.507095	0.255069	0.283416	0.088674	0.142463	0.146734	0.128769	0	23
24	0.035277	0.80899	0.424101	0.839848	0.501814	0.260889	0.344033	0.085882	0.140865	0.146007	0.129898	0	24
25	0.012165	0.035277	0.423974	0.840035	0.500562	0.261035	0.344135	0.08614	0.140816	0.145967	0.129979	0	25
26	0.012165	0.012165	0.423995	0.839969	0.501645	0.260669	0.343957	0.085962	0.140876	0.14594	0.130085	0	26
27	0.022479	1.249969	0.410564	0.84805	0.507936	0.244719	0.320809	0.089891	0.142536	0.146205	0.12802	0	27
28	0.022479	0.022479	0.411607	0.847813	0.508268	0.247022	0.32157	0.08956	0.142415	0.146358	0.128154	0	28
29	0.09985	0.09985	0.412141	0.848688	0.511319	0.246287	0.322094	0.091098	0.143164	0.146509	0.128282	0	29
30	0.017536	0.836721	0.4178	0.841084	0.526065	0.239821	0.341148	0.093041	0.145704	0.14842	0.131388	0	30
31	0.017536	0.017536	0.418156	0.841087	0.525213	0.24131	0.341212	0.093057	0.145766	0.148541	0.131702	0	31
32	0.043231	0.043231	0.414116	0.840603	0.527058	0.239086	0.330801	0.092719	0.145588	0.148627	0.130952	0	32
33	0.037649	0.860708	0.419564	0.843351	0.517632	0.24442	0.339729	0.093068	0.146298	0.147648	0.128551	0	33
34	0.037649	0.037649	0.420769	0.843554	0.518032	0.244574	0.34268	0.092863	0.146127	0.147459	0.128326	0	34
35	0.04919	0.04919	0.426218	0.843618	0.519727	0.261314	0.341848	0.093019	0.146096	0.147468	0.12808	0	35
36	0.07376	0.838086	0.41546	0.840146	0.512098	0.245675	0.326283	0.092304	0.147534	0.149297	0.129776	0	36
37	0.024851	0.07376	0.415445	0.839912	0.514481	0.245544	0.325258	0.092642	0.14737	0.149041	0.129641	0	37
38	0.024851	0.024851	0.415125	0.84218	0.511636	0.245607	0.324792	0.092518	0.147403	0.148968	0.129534	0	38
39	0.022064	0.948145	0.43185	0.844768	0.498609	0.265564	0.360144	0.085602	0.139669	0.143027	0.124901	0	39
40	0.022064	0.022064	0.43253	0.844376	0.500065	0.265563	0.361271	0.085445	0.13959	0.142997	0.124594	0	40
