frame	n	Y	U	V	All
0	1	0.627677	0.835143	0.87018	0.702672
1	2	0.627705	0.834952	0.870174	0.702658
2	3	0.627691	0.834928	0.870209	0.70265
3	4	0.638627	0.833948	0.869551	0.709667
4	5	0.638509	0.833891	0.869505	0.709572
5	6	0.640733	0.833885	0.869673	0.711082
6	7	0.645563	0.832748	0.86927	0.714045
7	8	0.645625	0.832764	0.869295	0.714093
8	9	0.645154	0.832752	0.869264	0.713772
9	10	0.646051	0.833501	0.868566	0.714379
10	11	0.646137	0.833591	0.868562	0.71445
11	12	0.646235	0.833485	0.868453	0.71448
12	13	0.64261	0.832511	0.866371	0.711553
13	14	0.643021	0.832468	0.866387	0.711823
14	15	0.642965	0.832428	0.866355	0.711774
15	16	0.632851	0.831338	0.866302	0.70484
16	17	0.632744	0.831292	0.86621	0.704747
17	18	0.633204	0.831098	0.866287	0.705034
18	19	0.632456	0.830472	0.864885	0.704197
19	20	0.632517	0.830454	0.864903	0.704238
20	21	0.632158	0.830412	0.864886	0.703988
21	22	0.629665	0.829501	0.864543	0.702117
22	23	0.629763	0.829523	0.864496	0.702179
23	24	0.629766	0.829581	0.864464	0.702185
24	25	0.629743	0.829499	0.862699	0.701862
25	26	0.629831	0.82942	0.862746	0.701915
26	27	0.629794	0.829426	0.862673	0.701879
27	28	0.632018	0.829975	0.864709	0.703793
28	29	0.631836	0.830029	0.864673	0.703674
29	30	0.633627	0.830121	0.864897	0.704921
30	31	0.635081	0.829553	0.864682	0.70576
31	32	0.63508	0.82952	0.864632	0.705745
32	33	0.634885	0.829565	0.864576	0.705614
33	34	0.63562	0.829709	0.864969	0.706193
34	35	0.635705	0.829688	0.864952	0.706243
35	36	0.635684	0.829718	0.864929	0.70623
36	37	0.632619	0.828839	0.863531	0.703808
37	38	0.632975	0.828927	0.863662	0.704081
38	39	0.632802	0.828916	0.86369	0.703969
39	40	0.618738	0.82867	0.863791	0.694569
40	41	0.618634	0.828588	0.863728	0.694476
41	42	0.619269	0.828574	0.863928	0.69493
42	43	0.619278	0.827098	0.862702	0.694485
43	44	0.619305	0.827073	0.862712	0.694501
44	45	0.618738	0.827138	0.862648	0.694123
45	46	0.617027	0.828688	0.862509	0.693218
46	47	0.617057	0.828824	0.862515	0.693261
47	48	0.617118	0.828848	0.862502	0.693304
48	49	0.619534	0.827911	0.860483	0.694421
49	50	0.619692	0.827926	0.860602	0.69455
50	51	0.619622	0.8279	0.860557	0.694491
51	52	0.624487	0.82879	0.862383	0.698187
52	53	0.624137	0.828784	0.862378	0.697952
53	54	0.625832	0.829001	0.862645	0.699162
54	55	0.631229	0.829493	0.863186	0.702933
55	56	0.631254	0.82949	0.863157	0.702944
56	57	0.630805	0.829451	0.863132	0.702634
57	58	0.631188	0.830414	0.864355	0.703254
58	59	0.631321	0.830541	0.864376	0.703367
59	60	0.631271	0.83049	0.864342	0.703319
60	61	0.625962	0.82991	0.863268	0.699505
61	62	0.626337	0.829983	0.863392	0.699787
62	63	0.626228	0.830003	0.863391	0.699718
63	64	0.616264	0.830064	0.862493	0.692936
