frame	n	Y	U	V	All
0	1	0.604407	0.807839	0.848636	0.679017
1	2	0.60447	0.80769	0.848588	0.679027
2	3	0.6044	0.807704	0.84858	0.678981
3	4	0.614283	0.806832	0.848147	0.685351
4	5	0.614139	0.806818	0.848133	0.685251
5	6	0.61646	0.80689	0.84818	0.686818
6	7	0.621212	0.806566	0.848756	0.690028
7	8	0.621277	0.806484	0.848722	0.690052
8	9	0.620972	0.806498	0.84869	0.689846
9	10	0.620126	0.806601	0.848283	0.689231
10	11	0.6202	0.806622	0.848288	0.689285
11	12	0.62031	0.806623	0.848278	0.689357
12	13	0.619147	0.805809	0.846763	0.688193
13	14	0.619421	0.805812	0.846803	0.688383
14	15	0.619338	0.805828	0.846844	0.688338
15	16	0.613026	0.804987	0.846952	0.684007
16	17	0.612964	0.805035	0.846892	0.683964
17	18	0.613462	0.805132	0.846942	0.68432
18	19	0.615163	0.804244	0.845986	0.685147
19	20	0.615238	0.804218	0.846019	0.685198
20	21	0.614952	0.804162	0.845922	0.684982
21	22	0.60878	0.804059	0.846531	0.680952
22	23	0.608806	0.804194	0.846525	0.68099
23	24	0.60879	0.804106	0.846566	0.680972
24	25	0.609315	0.803691	0.846127	0.68118
25	26	0.60941	0.803643	0.846347	0.681272
26	27	0.609315	0.803637	0.846342	0.681207
27	28	0.616755	0.805184	0.847141	0.686558
28	29	0.616593	0.805187	0.847064	0.686437
29	30	0.618078	0.805267	0.847286	0.687477
30	31	0.622053	0.805458	0.847467	0.690189
31	32	0.622136	0.805474	0.847464	0.690247
32	33	0.621913	0.805458	0.847345	0.690075
33	34	0.615569	0.80602	0.847817	0.686019
34	35	0.615576	0.806012	0.847861	0.686029
35	36	0.615486	0.806011	0.84781	0.685961
36	37	0.61543	0.806143	0.846156	0.68567
37	38	0.615575	0.806341	0.846247	0.685815
38	39	0.615333	0.806278	0.846317	0.685654
39	40	0.605177	0.806357	0.847116	0.67903
40	41	0.605033	0.806348	0.846989	0.678912
41	42	0.604483	0.806295	0.846875	0.678517
42	43	0.596742	0.805366	0.84542	0.672959
43	44	0.596731	0.80534	0.845478	0.672957
44	45	0.596576	0.805384	0.845484	0.672862
45	46	0.60353	0.80675	0.846315	0.677864
46	47	0.603618	0.806927	0.846376	0.677963
47	48	0.603684	0.806915	0.846441	0.678015
48	49	0.60437	0.806766	0.845635	0.678314
49	50	0.604668	0.806726	0.845774	0.678529
50	51	0.604667	0.806763	0.845791	0.678537
51	52	0.613328	0.807254	0.846967	0.684589
52	53	0.6131	0.807229	0.846964	0.684432
53	54	0.614938	0.807345	0.847106	0.685701
54	55	0.622406	0.808107	0.848441	0.691029
55	56	0.622517	0.808126	0.848452	0.691108
56	57	0.621852	0.808156	0.848378	0.690657
57	58	0.617603	0.810076	0.85049	0.688496
58	59	0.6176	0.810048	0.850529	0.688496
59	60	0.617517	0.810173	0.850524	0.688461
60	61	0.6129	0.809332	0.851098	0.685339
61	62	0.613183	0.809394	0.851123	0.685541
62	63	0.613081	0.809402	0.851105	0.685472
63	64	0.603674	0.810264	0.851155	0.679353
64	65	0.603563	0.810233	0.85113	0.679269
65	66	0.604063	0.810307	0.85131	0.679645
66	67	0.604316	0.810257	0.850577	0.679683
67	68	0.604344	0.810235	0.850583	0.679699
68	69	0.604133	0.810304	0.850451	0.679548
69	70	0.601931	0.811308	0.852345	0.678563
70	71	0.601894	0.811395	0.852287	0.678543
71	72	0.601942	0.811336	0.852345	0.678574
72	73	0.604255	0.810965	0.851817	0.679967
